year,era_year,species,species_ja,site,region_from_map,category,category_code,source_file,source_url,publish_date,method,note
2021,R3,buna,ブナ,境川,east,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,嘉例沢,east,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,馬場島,east,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,立山桑谷,east,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,立山ブナ平,east,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,有峰下部,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,有峰祐延,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,有峰峠谷,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,大長谷,west,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,山の神,west,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)","細尾峠 filled circle and 山の神 triangle sit between the two labels; assignment by label position (symbol right of 細尾峠, symbol below-right of 山の神, same layout as the 2024 map)"
2021,R3,buna,ブナ,細尾峠,west,豊作,4,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)","細尾峠 filled circle and 山の神 triangle sit between the two labels; assignment by label position (symbol right of 細尾峠, symbol below-right of 山の神, same layout as the 2024 map)"
2021,R3,buna,ブナ,菅沼,west,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,ブナオ峠,west,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,大門山,west,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,buna,ブナ,医王山,west,豊作,4,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,三峯,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,魚津,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,東福寺野,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,吉峰,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,猿倉,east,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",site lies on the 神通川 boundary line on the map; east/west assignment approximate
2021,R3,konara,コナラ,頼成,west,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,閑乗寺,west,並作,3,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
2021,R3,konara,コナラ,医王山,west,不作,2,data-pipeline/raw/research/toyama/wb-r3houkyou_20210907hp.pdf,http://web.archive.org/web/20220111113855id_/https://www.pref.toyama.jp/documents/21689/r3houkyou_20210907hp.pdf,2021-09-07,"site-category symbols on the map figure read visually from the rendered page (pdftoppm 300-600 dpi, Read tool)",
